163	COSMIC-1D   	01/01/2016	00:00:00.000	 1	3	2	  7179.539374	     0.005988	    72.018000	   174.957000	   215.397000	   163.031000
164	COSMIC-1E   	01/01/2016	00:00:00.000	 1	3	2	  7180.367975	     0.003061	    71.942000	   269.974000	     5.447000	   160.924000
165	COSMIC-1F   	01/01/2016	00:00:00.000	 1	3	2	  7167.245664	     0.004394	    71.945000	   194.777000	    12.657000	   281.736000
166	RBSP_A      	01/01/2016	00:00:00.000	 1	3	2	 21888.397522	     0.682985	    10.165000	    77.272000	    16.731000	   118.350000
167	RBSP_B      	01/01/2016	00:00:00.000	 1	3	2	 22038.728264	     0.684612	    10.131000	    82.645000	     6.324000	     8.680000
168	GPM_CORE    	02/01/2017	00:00:00.000	 1	3	2	  6778.740643	     0.000549	    65.051000	    22.767000	   340.942000	   240.482000
171	SCISAT-1    	01/01/2016	00:00:00.000	 1	3	2	  7023.251833	     0.001639	    73.970000	   159.902000	    42.817000	   312.227000
173	RHESSI      	01/01/2016	00:00:00.000	 1	3	2	  6871.093701	     0.001924	    38.094000	    50.156000	    62.658000	    50.872000
175	TDRS        	01/01/2016	00:00:00.000	 1	3	2	 42165.346219	     0.000787	    13.494000	    30.227000	   273.843000	   110.022000
176	HST         	02/01/2017	00:00:00.000	 1	3	2	  6924.408533	     0.001345	    28.468000	   186.980000	    53.035000	   324.866000
177	ISS         	02/01/2017	00:00:00.000	 1	3	2	  6785.923421	     0.002005	    51.651000	   357.055000	   115.803000	    33.457000
178	SOLAR-B     	01/01/2016	00:00:00.000	 1	3	2	  7059.423196	     0.003232	    98.158000	     3.582000	    93.766000	   291.721000
179	LANDSAT-7   	02/01/2017	00:00:00.000	 1	3	2	  7072.370000	     0.002296	    98.282000	   104.764000	    66.362000	   176.447000
180	THEMIS_A    	02/01/2017	00:00:00.000	 1	3	2	 46100.860000	     0.844268	     6.513000	   237.294000	    69.292000	   176.523000
181	THEMIS_B    	12/30/2015	20:14:41.000	 2	3	2	 10044.200000	     0.755300	   154.800000	   169.800000	   182.700000	   161.100000
182	THEMIS_C    	12/30/2015	20:14:41.000	 2	3	2	 10547.300000	     0.772500	    21.100000	    63.900000	   246.000000	   165.300000
183	THEMIS_D    	02/01/2017	00:00:00.000	 1	3	2	 42196.070000	     0.826836	     3.145000	   182.267000	   133.335000	    10.761000
184	THEMIS_E    	02/01/2017	00:00:00.000	 1	3	2	 42171.060000	     0.826954	     3.605000	   218.087000	    98.208000	    34.986000
185	SOYUZ       	01/01/2016	00:00:00.000	 1	3	2	  6783.663497	     0.000476	    51.657000	   176.589000	    27.918000	   179.740000
186	GOES        	10/29/2016	00:00:00.000	 1	3	2	 42163.700000	     0.000054	     0.149000	    95.604000	   206.980000	     5.474000
187	FGST        	01/01/2016	00:00:00.000	 1	3	2	  6916.165281	     0.001472	    25.617000	    30.993000	   245.651000	    33.106000
188	TERRA       	02/01/2017	00:00:00.000	 1	3	2	  7086.626827	     0.001069	    98.282000	   108.739000	   112.404000	    74.223000
189	TIMED       	02/01/2017	00:00:00.000	 1	3	2	  6978.180000	     0.000902	    73.998000	   225.877000	   149.762000	   262.439000
190	QUIKSCAT    	01/01/2016	00:00:00.000	 1	3	2	  7181.954681	     0.001490	    98.582000	   191.734000	    89.414000	    65.021000
193	GRACE-1     	01/01/2016	00:00:00.000	 1	3	2	  6738.789875	     0.003761	    89.050000	    37.755000	    92.878000	   189.696000
194	GRACE-2     	01/01/2016	00:00:00.000	 1	3	2	  6739.115912	     0.003694	    89.051000	    37.821000	    94.280000	   190.450000
195	JPSS-1      	01/01/2016	00:00:00.000	 1	3	2	  6777.530488	     0.000350	    34.899000	   215.362000	    80.164000	   177.867000
